type,show_title,week,type2,year,url,url2,url3,url4
m,extraction_2,2023-07-30,tv,2023,https://www.rottentomatoes.com/m/extraction_2_2023,https://www.rottentomatoes.com/m/extraction_2,https://www.rottentomatoes.com/tv/extraction_2_2023,https://www.rottentomatoes.com/tv/extraction_2
tv,extraordinary_attorney_woo,2022-12-04,m,2022,https://www.rottentomatoes.com/tv/extraordinary_attorney_woo_2022,https://www.rottentomatoes.com/tv/extraordinary_attorney_woo,https://www.rottentomatoes.com/m/extraordinary_attorney_woo_2022,https://www.rottentomatoes.com/m/extraordinary_attorney_woo
m,eye_of_the_storm,2023-08-20,tv,2023,https://www.rottentomatoes.com/m/eye_of_the_storm_2023,https://www.rottentomatoes.com/m/eye_of_the_storm,https://www.rottentomatoes.com/tv/eye_of_the_storm_2023,https://www.rottentomatoes.com/tv/eye_of_the_storm
m,fck_love_too,2022-06-12,tv,2022,https://www.rottentomatoes.com/m/fck_love_too_2022,https://www.rottentomatoes.com/m/fck_love_too,https://www.rottentomatoes.com/tv/fck_love_too_2022,https://www.rottentomatoes.com/tv/fck_love_too
m,f9_the_fast_saga,2023-11-19,tv,2023,https://www.rottentomatoes.com/m/f9_the_fast_saga_2023,https://www.rottentomatoes.com/m/f9_the_fast_saga,https://www.rottentomatoes.com/tv/f9_the_fast_saga_2023,https://www.rottentomatoes.com/tv/f9_the_fast_saga
tv,fubar,2023-06-25,m,2023,https://www.rottentomatoes.com/tv/fubar_2023,https://www.rottentomatoes.com/tv/fubar,https://www.rottentomatoes.com/m/fubar_2023,https://www.rottentomatoes.com/m/fubar
m,fack_ju_gohte_3,2022-04-17,tv,2022,https://www.rottentomatoes.com/m/fack_ju_gohte_3_2022,https://www.rottentomatoes.com/m/fack_ju_gohte_3,https://www.rottentomatoes.com/tv/fack_ju_gohte_3_2022,https://www.rottentomatoes.com/tv/fack_ju_gohte_3
m,fair_play,2023-10-22,tv,2023,https://www.rottentomatoes.com/m/fair_play_2023,https://www.rottentomatoes.com/m/fair_play,https://www.rottentomatoes.com/tv/fair_play_2023,https://www.rottentomatoes.com/tv/fair_play
m,faithfully_yours,2023-07-09,tv,2023,https://www.rottentomatoes.com/m/faithfully_yours_2023,https://www.rottentomatoes.com/m/faithfully_yours,https://www.rottentomatoes.com/tv/faithfully_yours_2023,https://www.rottentomatoes.com/tv/faithfully_yours
tv,fake_profile,2023-07-09,m,2023,https://www.rottentomatoes.com/tv/fake_profile_2023,https://www.rottentomatoes.com/tv/fake_profile,https://www.rottentomatoes.com/m/fake_profile_2023,https://www.rottentomatoes.com/m/fake_profile
m,falling_for_christmas,2023-11-26,tv,2023,https://www.rottentomatoes.com/m/falling_for_christmas_2023,https://www.rottentomatoes.com/m/falling_for_christmas,https://www.rottentomatoes.com/tv/falling_for_christmas_2023,https://www.rottentomatoes.com/tv/falling_for_christmas
m,familia,2023-12-24,tv,2023,https://www.rottentomatoes.com/m/familia_2023,https://www.rottentomatoes.com/m/familia,https://www.rottentomatoes.com/tv/familia_2023,https://www.rottentomatoes.com/tv/familia
tv,family_secrets,2022-09-11,m,2022,https://www.rottentomatoes.com/tv/family_secrets_2022,https://www.rottentomatoes.com/tv/family_secrets,https://www.rottentomatoes.com/m/family_secrets_2022,https://www.rottentomatoes.com/m/family_secrets
m,family_switch,2023-12-24,tv,2023,https://www.rottentomatoes.com/m/family_switch_2023,https://www.rottentomatoes.com/m/family_switch,https://www.rottentomatoes.com/tv/family_switch_2023,https://www.rottentomatoes.com/tv/family_switch
m,faraaz,2023-04-09,tv,2023,https://www.rottentomatoes.com/m/faraaz_2023,https://www.rottentomatoes.com/m/faraaz,https://www.rottentomatoes.com/tv/faraaz_2023,https://www.rottentomatoes.com/tv/faraaz
m,faraway,2023-03-19,tv,2023,https://www.rottentomatoes.com/m/faraway_2023,https://www.rottentomatoes.com/m/faraway,https://www.rottentomatoes.com/tv/faraway_2023,https://www.rottentomatoes.com/tv/faraway
m,farewell_mr_haffmann,2023-01-15,tv,2023,https://www.rottentomatoes.com/m/farewell_mr_haffmann_2023,https://www.rottentomatoes.com/m/farewell_mr_haffmann,https://www.rottentomatoes.com/tv/farewell_mr_haffmann_2023,https://www.rottentomatoes.com/tv/farewell_mr_haffmann
m,fast_furious_presents_hobbs_shaw,2022-01-02,tv,2022,https://www.rottentomatoes.com/m/fast_furious_presents_hobbs_shaw_2022,https://www.rottentomatoes.com/m/fast_furious_presents_hobbs_shaw,https://www.rottentomatoes.com/tv/fast_furious_presents_hobbs_shaw_2022,https://www.rottentomatoes.com/tv/fast_furious_presents_hobbs_shaw
m,faster,2022-02-13,tv,2022,https://www.rottentomatoes.com/m/faster_2022,https://www.rottentomatoes.com/m/faster,https://www.rottentomatoes.com/tv/faster_2022,https://www.rottentomatoes.com/tv/faster
tv,fatal_seduction,2023-08-13,m,2023,https://www.rottentomatoes.com/tv/fatal_seduction_2023,https://www.rottentomatoes.com/tv/fatal_seduction,https://www.rottentomatoes.com/m/fatal_seduction_2023,https://www.rottentomatoes.com/m/fatal_seduction
m,fatale,2023-08-13,tv,2023,https://www.rottentomatoes.com/m/fatale_2023,https://www.rottentomatoes.com/m/fatale,https://www.rottentomatoes.com/tv/fatale_2023,https://www.rottentomatoes.com/tv/fatale
tv,fate_the_winx_saga,2022-10-16,m,2022,https://www.rottentomatoes.com/tv/fate_the_winx_saga_2022,https://www.rottentomatoes.com/tv/fate_the_winx_saga,https://www.rottentomatoes.com/m/fate_the_winx_saga_2022,https://www.rottentomatoes.com/m/fate_the_winx_saga
m,father_christmas_is_back,2021-11-14,tv,2021,https://www.rottentomatoes.com/m/father_christmas_is_back_2021,https://www.rottentomatoes.com/m/father_christmas_is_back,https://www.rottentomatoes.com/tv/father_christmas_is_back_2021,https://www.rottentomatoes.com/tv/father_christmas_is_back
m,father_stu,2022-10-02,tv,2022,https://www.rottentomatoes.com/m/father_stu_2022,https://www.rottentomatoes.com/m/father_stu,https://www.rottentomatoes.com/tv/father_stu_2022,https://www.rottentomatoes.com/tv/father_stu
m,fatherhood,2021-07-18,tv,2021,https://www.rottentomatoes.com/m/fatherhood_2021,https://www.rottentomatoes.com/m/fatherhood,https://www.rottentomatoes.com/tv/fatherhood_2021,https://www.rottentomatoes.com/tv/fatherhood
m,fear_street_part_1_1994,2021-08-01,tv,2021,https://www.rottentomatoes.com/m/fear_street_part_1_1994_2021,https://www.rottentomatoes.com/m/fear_street_part_1_1994,https://www.rottentomatoes.com/tv/fear_street_part_1_1994_2021,https://www.rottentomatoes.com/tv/fear_street_part_1_1994
m,fear_street_part_2_1978,2021-08-01,tv,2021,https://www.rottentomatoes.com/m/fear_street_part_2_1978_2021,https://www.rottentomatoes.com/m/fear_street_part_2_1978,https://www.rottentomatoes.com/tv/fear_street_part_2_1978_2021,https://www.rottentomatoes.com/tv/fear_street_part_2_1978
m,fear_street_part_3_1666,2021-08-01,tv,2021,https://www.rottentomatoes.com/m/fear_street_part_3_1666_2021,https://www.rottentomatoes.com/m/fear_street_part_3_1666,https://www.rottentomatoes.com/tv/fear_street_part_3_1666_2021,https://www.rottentomatoes.com/tv/fear_street_part_3_1666
m,fenced_in,2022-09-18,tv,2022,https://www.rottentomatoes.com/m/fenced_in_2022,https://www.rottentomatoes.com/m/fenced_in,https://www.rottentomatoes.com/tv/fenced_in_2022,https://www.rottentomatoes.com/tv/fenced_in
tv,feria_the_darkest_light,2022-02-06,m,2022,https://www.rottentomatoes.com/tv/feria_the_darkest_light_2022,https://www.rottentomatoes.com/tv/feria_the_darkest_light,https://www.rottentomatoes.com/m/feria_the_darkest_light_2022,https://www.rottentomatoes.com/m/feria_the_darkest_light
tv,ferry_the_series,2023-11-12,m,2023,https://www.rottentomatoes.com/tv/ferry_the_series_2023,https://www.rottentomatoes.com/tv/ferry_the_series,https://www.rottentomatoes.com/m/ferry_the_series_2023,https://www.rottentomatoes.com/m/ferry_the_series
m,fever_dream,2021-10-17,tv,2021,https://www.rottentomatoes.com/m/fever_dream_2021,https://www.rottentomatoes.com/m/fever_dream,https://www.rottentomatoes.com/tv/fever_dream_2021,https://www.rottentomatoes.com/tv/fever_dream
m,fierce,2022-02-06,tv,2022,https://www.rottentomatoes.com/m/fierce_2022,https://www.rottentomatoes.com/m/fierce,https://www.rottentomatoes.com/tv/fierce_2022,https://www.rottentomatoes.com/tv/fierce
m,fifty_shades_freed,2023-09-17,tv,2023,https://www.rottentomatoes.com/m/fifty_shades_freed_2023,https://www.rottentomatoes.com/m/fifty_shades_freed,https://www.rottentomatoes.com/tv/fifty_shades_freed_2023,https://www.rottentomatoes.com/tv/fifty_shades_freed
m,fighter,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/fighter_2024,https://www.rottentomatoes.com/m/fighter,https://www.rottentomatoes.com/tv/fighter_2024,https://www.rottentomatoes.com/tv/fighter
m,final_score,2021-10-31,tv,2021,https://www.rottentomatoes.com/m/final_score_2021,https://www.rottentomatoes.com/m/final_score,https://www.rottentomatoes.com/tv/final_score_2021,https://www.rottentomatoes.com/tv/final_score
m,firedrake_the_silver_dragon,2021-09-19,tv,2021,https://www.rottentomatoes.com/m/firedrake_the_silver_dragon_2021,https://www.rottentomatoes.com/m/firedrake_the_silver_dragon,https://www.rottentomatoes.com/tv/firedrake_the_silver_dragon_2021,https://www.rottentomatoes.com/tv/firedrake_the_silver_dragon
tv,firefly_lane,2023-06-04,m,2023,https://www.rottentomatoes.com/tv/firefly_lane_2023,https://www.rottentomatoes.com/tv/firefly_lane,https://www.rottentomatoes.com/m/firefly_lane_2023,https://www.rottentomatoes.com/m/firefly_lane
tv,fireplace_4k_crackling_birchwood_from_fireplace_for_your_home,2023-12-31,m,2023,https://www.rottentomatoes.com/tv/fireplace_4k_crackling_birchwood_from_fireplace_for_your_home_2023,https://www.rottentomatoes.com/tv/fireplace_4k_crackling_birchwood_from_fireplace_for_your_home,https://www.rottentomatoes.com/m/fireplace_4k_crackling_birchwood_from_fireplace_for_your_home_2023,https://www.rottentomatoes.com/m/fireplace_4k_crackling_birchwood_from_fireplace_for_your_home
tv,first_kill,2022-06-26,m,2022,https://www.rottentomatoes.com/tv/first_kill_2022,https://www.rottentomatoes.com/tv/first_kill,https://www.rottentomatoes.com/m/first_kill_2022,https://www.rottentomatoes.com/m/first_kill
tv,first_love,2022-12-11,m,2022,https://www.rottentomatoes.com/tv/first_love_2022,https://www.rottentomatoes.com/tv/first_love,https://www.rottentomatoes.com/m/first_love_2022,https://www.rottentomatoes.com/m/first_love
tv,first_wives_club,2023-12-03,m,2023,https://www.rottentomatoes.com/tv/first_wives_club_2023,https://www.rottentomatoes.com/tv/first_wives_club,https://www.rottentomatoes.com/m/first_wives_club_2023,https://www.rottentomatoes.com/m/first_wives_club
tv,fishbowl_wives,2022-02-27,m,2022,https://www.rottentomatoes.com/tv/fishbowl_wives_2022,https://www.rottentomatoes.com/tv/fishbowl_wives,https://www.rottentomatoes.com/m/fishbowl_wives_2022,https://www.rottentomatoes.com/m/fishbowl_wives
tv,fisk,2023-08-13,m,2023,https://www.rottentomatoes.com/tv/fisk_2023,https://www.rottentomatoes.com/tv/fisk,https://www.rottentomatoes.com/m/fisk_2023,https://www.rottentomatoes.com/m/fisk
m,fistful_of_vengeance,2022-02-27,tv,2022,https://www.rottentomatoes.com/m/fistful_of_vengeance_2022,https://www.rottentomatoes.com/m/fistful_of_vengeance,https://www.rottentomatoes.com/tv/fistful_of_vengeance_2022,https://www.rottentomatoes.com/tv/fistful_of_vengeance
m,flight,2022-08-14,tv,2022,https://www.rottentomatoes.com/m/flight_2022,https://www.rottentomatoes.com/m/flight,https://www.rottentomatoes.com/tv/flight_2022,https://www.rottentomatoes.com/tv/flight
tv,florida_man,2023-04-23,m,2023,https://www.rottentomatoes.com/tv/florida_man_2023,https://www.rottentomatoes.com/tv/florida_man,https://www.rottentomatoes.com/m/florida_man_2023,https://www.rottentomatoes.com/m/florida_man
m,flu,2021-09-05,tv,2021,https://www.rottentomatoes.com/m/flu_2021,https://www.rottentomatoes.com/m/flu,https://www.rottentomatoes.com/tv/flu_2021,https://www.rottentomatoes.com/tv/flu
m,flushed_away,2023-02-05,tv,2023,https://www.rottentomatoes.com/m/flushed_away_2023,https://www.rottentomatoes.com/m/flushed_away,https://www.rottentomatoes.com/tv/flushed_away_2023,https://www.rottentomatoes.com/tv/flushed_away
tv,fool_me_once,2024-03-24,m,2024,https://www.rottentomatoes.com/tv/fool_me_once_2024,https://www.rottentomatoes.com/tv/fool_me_once,https://www.rottentomatoes.com/m/fool_me_once_2024,https://www.rottentomatoes.com/m/fool_me_once
m,foot_fairy_hindi,2022-07-31,tv,2022,https://www.rottentomatoes.com/m/foot_fairy_hindi_2022,https://www.rottentomatoes.com/m/foot_fairy_hindi,https://www.rottentomatoes.com/tv/foot_fairy_hindi_2022,https://www.rottentomatoes.com/tv/foot_fairy_hindi
m,for_better_for_worse,2022-09-11,tv,2022,https://www.rottentomatoes.com/m/for_better_for_worse_2022,https://www.rottentomatoes.com/m/for_better_for_worse,https://www.rottentomatoes.com/tv/for_better_for_worse_2022,https://www.rottentomatoes.com/tv/for_better_for_worse
tv,for_life,2021-08-29,m,2021,https://www.rottentomatoes.com/tv/for_life_2021,https://www.rottentomatoes.com/tv/for_life,https://www.rottentomatoes.com/m/for_life_2021,https://www.rottentomatoes.com/m/for_life
m,force_of_nature,2023-10-01,tv,2023,https://www.rottentomatoes.com/m/force_of_nature_2023,https://www.rottentomatoes.com/m/force_of_nature,https://www.rottentomatoes.com/tv/force_of_nature_2023,https://www.rottentomatoes.com/tv/force_of_nature
m,ford_v_ferrari,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/ford_v_ferrari_2024,https://www.rottentomatoes.com/m/ford_v_ferrari,https://www.rottentomatoes.com/tv/ford_v_ferrari_2024,https://www.rottentomatoes.com/tv/ford_v_ferrari
tv,forecasting_love_and_weather,2022-04-17,m,2022,https://www.rottentomatoes.com/tv/forecasting_love_and_weather_2022,https://www.rottentomatoes.com/tv/forecasting_love_and_weather,https://www.rottentomatoes.com/m/forecasting_love_and_weather_2022,https://www.rottentomatoes.com/m/forecasting_love_and_weather
m,forever_out_of_my_league,2022-04-03,tv,2022,https://www.rottentomatoes.com/m/forever_out_of_my_league_2022,https://www.rottentomatoes.com/m/forever_out_of_my_league,https://www.rottentomatoes.com/tv/forever_out_of_my_league_2022,https://www.rottentomatoes.com/tv/forever_out_of_my_league
m,forever_rich,2022-10-23,tv,2022,https://www.rottentomatoes.com/m/forever_rich_2022,https://www.rottentomatoes.com/m/forever_rich,https://www.rottentomatoes.com/tv/forever_rich_2022,https://www.rottentomatoes.com/tv/forever_rich
m,forgotten_love,2023-11-19,tv,2023,https://www.rottentomatoes.com/m/forgotten_love_2023,https://www.rottentomatoes.com/m/forgotten_love,https://www.rottentomatoes.com/tv/forgotten_love_2023,https://www.rottentomatoes.com/tv/forgotten_love
m,forgotten_well_be,2021-09-26,tv,2021,https://www.rottentomatoes.com/m/forgotten_well_be_2021,https://www.rottentomatoes.com/m/forgotten_well_be,https://www.rottentomatoes.com/tv/forgotten_well_be_2021,https://www.rottentomatoes.com/tv/forgotten_well_be
m,four_brothers,2022-04-10,tv,2022,https://www.rottentomatoes.com/m/four_brothers_2022,https://www.rottentomatoes.com/m/four_brothers,https://www.rottentomatoes.com/tv/four_brothers_2022,https://www.rottentomatoes.com/tv/four_brothers
m,four_to_dinner,2022-01-16,tv,2022,https://www.rottentomatoes.com/m/four_to_dinner_2022,https://www.rottentomatoes.com/m/four_to_dinner,https://www.rottentomatoes.com/tv/four_to_dinner_2022,https://www.rottentomatoes.com/tv/four_to_dinner
m,freaks_youre_one_of_us,2021-10-03,tv,2021,https://www.rottentomatoes.com/m/freaks_youre_one_of_us_2021,https://www.rottentomatoes.com/m/freaks_youre_one_of_us,https://www.rottentomatoes.com/tv/freaks_youre_one_of_us_2021,https://www.rottentomatoes.com/tv/freaks_youre_one_of_us
tv,freeridge,2023-02-05,m,2023,https://www.rottentomatoes.com/tv/freeridge_2023,https://www.rottentomatoes.com/tv/freeridge,https://www.rottentomatoes.com/m/freeridge_2023,https://www.rottentomatoes.com/m/freeridge
m,freestyle,2023-09-24,tv,2023,https://www.rottentomatoes.com/m/freestyle_2023,https://www.rottentomatoes.com/m/freestyle,https://www.rottentomatoes.com/tv/freestyle_2023,https://www.rottentomatoes.com/tv/freestyle
m,friday_night_plan,2023-09-10,tv,2023,https://www.rottentomatoes.com/m/friday_night_plan_2023,https://www.rottentomatoes.com/m/friday_night_plan,https://www.rottentomatoes.com/tv/friday_night_plan_2023,https://www.rottentomatoes.com/tv/friday_night_plan
m,friendzone,2021-10-31,tv,2021,https://www.rottentomatoes.com/m/friendzone_2021,https://www.rottentomatoes.com/m/friendzone,https://www.rottentomatoes.com/tv/friendzone_2021,https://www.rottentomatoes.com/tv/friendzone
tv,from_me_to_you_kimi_ni_todoke,2023-04-09,m,2023,https://www.rottentomatoes.com/tv/from_me_to_you_kimi_ni_todoke_2023,https://www.rottentomatoes.com/tv/from_me_to_you_kimi_ni_todoke,https://www.rottentomatoes.com/m/from_me_to_you_kimi_ni_todoke_2023,https://www.rottentomatoes.com/m/from_me_to_you_kimi_ni_todoke
tv,from_scratch,2022-11-20,m,2022,https://www.rottentomatoes.com/tv/from_scratch_2022,https://www.rottentomatoes.com/tv/from_scratch,https://www.rottentomatoes.com/m/from_scratch_2022,https://www.rottentomatoes.com/m/from_scratch
m,from_the_ashes,2024-02-04,tv,2024,https://www.rottentomatoes.com/m/from_the_ashes_2024,https://www.rottentomatoes.com/m/from_the_ashes,https://www.rottentomatoes.com/tv/from_the_ashes_2024,https://www.rottentomatoes.com/tv/from_the_ashes
tv,full_swing,2023-02-19,m,2023,https://www.rottentomatoes.com/tv/full_swing_2023,https://www.rottentomatoes.com/tv/full_swing,https://www.rottentomatoes.com/m/full_swing_2023,https://www.rottentomatoes.com/m/full_swing
m,fullmetal_alchemist_the_final_alchemy,2022-10-02,tv,2022,https://www.rottentomatoes.com/m/fullmetal_alchemist_the_final_alchemy_2022,https://www.rottentomatoes.com/m/fullmetal_alchemist_the_final_alchemy,https://www.rottentomatoes.com/tv/fullmetal_alchemist_the_final_alchemy_2022,https://www.rottentomatoes.com/tv/fullmetal_alchemist_the_final_alchemy
m,fullmetal_alchemist_the_revenge_of_scar,2022-08-28,tv,2022,https://www.rottentomatoes.com/m/fullmetal_alchemist_the_revenge_of_scar_2022,https://www.rottentomatoes.com/m/fullmetal_alchemist_the_revenge_of_scar,https://www.rottentomatoes.com/tv/fullmetal_alchemist_the_revenge_of_scar_2022,https://www.rottentomatoes.com/tv/fullmetal_alchemist_the_revenge_of_scar
tv,furies,2024-03-24,m,2024,https://www.rottentomatoes.com/tv/furies_2024,https://www.rottentomatoes.com/tv/furies,https://www.rottentomatoes.com/m/furies_2024,https://www.rottentomatoes.com/m/furies
m,furioza,2022-05-01,tv,2022,https://www.rottentomatoes.com/m/furioza_2022,https://www.rottentomatoes.com/m/furioza,https://www.rottentomatoes.com/tv/furioza_2022,https://www.rottentomatoes.com/tv/furioza
m,fury,2024-02-04,tv,2024,https://www.rottentomatoes.com/m/fury_2024,https://www.rottentomatoes.com/m/fury,https://www.rottentomatoes.com/tv/fury_2024,https://www.rottentomatoes.com/tv/fury
tv,gabbys_dollhouse,2023-09-03,m,2023,https://www.rottentomatoes.com/tv/gabbys_dollhouse_2023,https://www.rottentomatoes.com/tv/gabbys_dollhouse,https://www.rottentomatoes.com/m/gabbys_dollhouse_2023,https://www.rottentomatoes.com/m/gabbys_dollhouse
m,gandeevadhari_arjuna,2023-10-01,tv,2023,https://www.rottentomatoes.com/m/gandeevadhari_arjuna_2023,https://www.rottentomatoes.com/m/gandeevadhari_arjuna,https://www.rottentomatoes.com/tv/gandeevadhari_arjuna_2023,https://www.rottentomatoes.com/tv/gandeevadhari_arjuna
tv,ganglands,2023-02-26,m,2023,https://www.rottentomatoes.com/tv/ganglands_2023,https://www.rottentomatoes.com/tv/ganglands,https://www.rottentomatoes.com/m/ganglands_2023,https://www.rottentomatoes.com/m/ganglands
tv,gangs_of_oslo,2023-09-17,m,2023,https://www.rottentomatoes.com/tv/gangs_of_oslo_2023,https://www.rottentomatoes.com/tv/gangs_of_oslo,https://www.rottentomatoes.com/m/gangs_of_oslo_2023,https://www.rottentomatoes.com/m/gangs_of_oslo
m,gatta_kusthi,2023-01-08,tv,2023,https://www.rottentomatoes.com/m/gatta_kusthi_2023,https://www.rottentomatoes.com/m/gatta_kusthi,https://www.rottentomatoes.com/tv/gatta_kusthi_2023,https://www.rottentomatoes.com/tv/gatta_kusthi
m,gemini_man,2023-10-22,tv,2023,https://www.rottentomatoes.com/m/gemini_man_2023,https://www.rottentomatoes.com/m/gemini_man,https://www.rottentomatoes.com/tv/gemini_man_2023,https://www.rottentomatoes.com/tv/gemini_man
tv,get_gotti,2023-11-05,m,2023,https://www.rottentomatoes.com/tv/get_gotti_2023,https://www.rottentomatoes.com/tv/get_gotti,https://www.rottentomatoes.com/m/get_gotti_2023,https://www.rottentomatoes.com/m/get_gotti
m,get_out,2023-10-15,tv,2023,https://www.rottentomatoes.com/m/get_out_2023,https://www.rottentomatoes.com/m/get_out,https://www.rottentomatoes.com/tv/get_out_2023,https://www.rottentomatoes.com/tv/get_out
m,ghislaine_maxwell_filthy_rich,2022-12-04,tv,2022,https://www.rottentomatoes.com/m/ghislaine_maxwell_filthy_rich_2022,https://www.rottentomatoes.com/m/ghislaine_maxwell_filthy_rich,https://www.rottentomatoes.com/tv/ghislaine_maxwell_filthy_rich_2022,https://www.rottentomatoes.com/tv/ghislaine_maxwell_filthy_rich
tv,ghost_doctor,2022-07-10,m,2022,https://www.rottentomatoes.com/tv/ghost_doctor_2022,https://www.rottentomatoes.com/tv/ghost_doctor,https://www.rottentomatoes.com/m/ghost_doctor_2022,https://www.rottentomatoes.com/m/ghost_doctor
m,ghosts_of_the_abyss,2023-07-02,tv,2023,https://www.rottentomatoes.com/m/ghosts_of_the_abyss_2023,https://www.rottentomatoes.com/m/ghosts_of_the_abyss,https://www.rottentomatoes.com/tv/ghosts_of_the_abyss_2023,https://www.rottentomatoes.com/tv/ghosts_of_the_abyss
tv,ginny_georgia,2023-02-19,m,2023,https://www.rottentomatoes.com/tv/ginny_georgia_2023,https://www.rottentomatoes.com/tv/ginny_georgia,https://www.rottentomatoes.com/m/ginny_georgia_2023,https://www.rottentomatoes.com/m/ginny_georgia
m,girl_in_the_picture,2022-07-24,tv,2022,https://www.rottentomatoes.com/m/girl_in_the_picture_2022,https://www.rottentomatoes.com/m/girl_in_the_picture,https://www.rottentomatoes.com/tv/girl_in_the_picture_2022,https://www.rottentomatoes.com/tv/girl_in_the_picture
m,girls_to_buy,2024-03-24,tv,2024,https://www.rottentomatoes.com/m/girls_to_buy_2024,https://www.rottentomatoes.com/m/girls_to_buy,https://www.rottentomatoes.com/tv/girls_to_buy_2024,https://www.rottentomatoes.com/tv/girls_to_buy
m,gladbeck_the_hostage_crisis,2022-06-12,tv,2022,https://www.rottentomatoes.com/m/gladbeck_the_hostage_crisis_2022,https://www.rottentomatoes.com/m/gladbeck_the_hostage_crisis,https://www.rottentomatoes.com/tv/gladbeck_the_hostage_crisis_2022,https://www.rottentomatoes.com/tv/gladbeck_the_hostage_crisis
tv,glamorous,2023-07-02,m,2023,https://www.rottentomatoes.com/tv/glamorous_2023,https://www.rottentomatoes.com/tv/glamorous,https://www.rottentomatoes.com/m/glamorous_2023,https://www.rottentomatoes.com/m/glamorous
m,glamour_girls,2022-07-03,tv,2022,https://www.rottentomatoes.com/m/glamour_girls_2022,https://www.rottentomatoes.com/m/glamour_girls,https://www.rottentomatoes.com/tv/glamour_girls_2022,https://www.rottentomatoes.com/tv/glamour_girls
m,glass_onion_a_knives_out_mystery,2023-02-05,tv,2023,https://www.rottentomatoes.com/m/glass_onion_a_knives_out_mystery_2023,https://www.rottentomatoes.com/m/glass_onion_a_knives_out_mystery,https://www.rottentomatoes.com/tv/glass_onion_a_knives_out_mystery_2023,https://www.rottentomatoes.com/tv/glass_onion_a_knives_out_mystery
tv,glitch,2022-10-16,m,2022,https://www.rottentomatoes.com/tv/glitch_2022,https://www.rottentomatoes.com/tv/glitch,https://www.rottentomatoes.com/m/glitch_2022,https://www.rottentomatoes.com/m/glitch
tv,glow_up,2023-09-17,m,2023,https://www.rottentomatoes.com/tv/glow_up_2023,https://www.rottentomatoes.com/tv/glow_up,https://www.rottentomatoes.com/m/glow_up_2023,https://www.rottentomatoes.com/m/glow_up
m,gods_crooked_lines,2023-01-08,tv,2023,https://www.rottentomatoes.com/m/gods_crooked_lines_2023,https://www.rottentomatoes.com/m/gods_crooked_lines,https://www.rottentomatoes.com/tv/gods_crooked_lines_2023,https://www.rottentomatoes.com/tv/gods_crooked_lines
tv,gods_favorite_idiot,2022-06-19,m,2022,https://www.rottentomatoes.com/tv/gods_favorite_idiot_2022,https://www.rottentomatoes.com/tv/gods_favorite_idiot,https://www.rottentomatoes.com/m/gods_favorite_idiot_2022,https://www.rottentomatoes.com/m/gods_favorite_idiot
m,godfather_hindi,2022-11-27,tv,2022,https://www.rottentomatoes.com/m/godfather_hindi_2022,https://www.rottentomatoes.com/m/godfather_hindi,https://www.rottentomatoes.com/tv/godfather_hindi_2022,https://www.rottentomatoes.com/tv/godfather_hindi
m,godspeed,2022-05-29,tv,2022,https://www.rottentomatoes.com/m/godspeed_2022,https://www.rottentomatoes.com/m/godspeed,https://www.rottentomatoes.com/tv/godspeed_2022,https://www.rottentomatoes.com/tv/godspeed
m,going_in_style,2021-10-24,tv,2021,https://www.rottentomatoes.com/m/going_in_style_2021,https://www.rottentomatoes.com/m/going_in_style,https://www.rottentomatoes.com/tv/going_in_style_2021,https://www.rottentomatoes.com/tv/going_in_style
m,gold_brick,2023-07-30,tv,2023,https://www.rottentomatoes.com/m/gold_brick_2023,https://www.rottentomatoes.com/m/gold_brick,https://www.rottentomatoes.com/tv/gold_brick_2023,https://www.rottentomatoes.com/tv/gold_brick
tv,gone_for_good,2021-08-22,m,2021,https://www.rottentomatoes.com/tv/gone_for_good_2021,https://www.rottentomatoes.com/tv/gone_for_good,https://www.rottentomatoes.com/m/gone_for_good_2021,https://www.rottentomatoes.com/m/gone_for_good
tv,good_morning_veronica,2024-02-25,m,2024,https://www.rottentomatoes.com/tv/good_morning_veronica_2024,https://www.rottentomatoes.com/tv/good_morning_veronica,https://www.rottentomatoes.com/m/good_morning_veronica_2024,https://www.rottentomatoes.com/m/good_morning_veronica
m,good_on_paper,2021-07-04,tv,2021,https://www.rottentomatoes.com/m/good_on_paper_2021,https://www.rottentomatoes.com/m/good_on_paper,https://www.rottentomatoes.com/tv/good_on_paper_2021,https://www.rottentomatoes.com/tv/good_on_paper
m,goodbye,2022-12-11,tv,2022,https://www.rottentomatoes.com/m/goodbye_2022,https://www.rottentomatoes.com/m/goodbye,https://www.rottentomatoes.com/tv/goodbye_2022,https://www.rottentomatoes.com/tv/goodbye
m,goosebumps_2_haunted_halloween,2021-11-21,tv,2021,https://www.rottentomatoes.com/m/goosebumps_2_haunted_halloween_2021,https://www.rottentomatoes.com/m/goosebumps_2_haunted_halloween,https://www.rottentomatoes.com/tv/goosebumps_2_haunted_halloween_2021,https://www.rottentomatoes.com/tv/goosebumps_2_haunted_halloween
m,grand_isle,2022-07-10,tv,2022,https://www.rottentomatoes.com/m/grand_isle_2022,https://www.rottentomatoes.com/m/grand_isle,https://www.rottentomatoes.com/tv/grand_isle_2022,https://www.rottentomatoes.com/tv/grand_isle
